0,0.566193,0.412151,0.34568,0.242778,0.621558,0.571443,0.726739,0.658179
1,0.361962,0.330723,,,,,,
2,0.297544,0.28051,,,,,,
3,0.25416,0.243632,,,,,,
4,0.220503,0.213834,,,,,,
5,0.193269,0.190126,,,,,,
6,0.170416,0.169191,,,,,,
7,0.151103,0.151064,,,,,,
8,0.134642,0.135271,,,,,,
9,0.120683,0.12244,,,,,,
10,0.108842,0.111269,,,,,,
11,0.0989961,0.101925,,,,,,
12,0.0906551,0.0939913,,,,,,
13,0.0835601,0.0877038,,,,,,
14,0.0776951,0.0817025,,,,,,
15,0.072737,0.077224,,,,,,
16,0.0684323,0.0729414,,,,,,
17,0.064884,0.0694413,,,,,,
18,0.0619014,0.0666463,,,,,,
19,0.0593486,0.0639806,,,,,,
20,0.0572334,0.0616868,,,,,,
21,0.0552736,0.0598376,,,,,,
22,0.0538074,0.0580781,,,,,,
23,0.0525584,0.0569832,,,,,,
24,0.0515844,0.0558098,,,,,,
25,0.0507925,0.0552034,,,,,,
26,0.0504751,0.0547983,,,,,,
27,0.0504696,0.0547549,,,,,,
28,0.0510522,0.0552032,,,,,,
29,0.0521673,0.0564542,,,,,,
2,,,0.18839,0.17986,,,,
3,,,0.169591,0.164636,,,,
4,,,0.156177,0.153177,,,,
5,,,0.145885,0.144086,,,,
6,,,0.137749,0.136939,,,,
7,,,0.131109,0.130952,,,,
8,,,0.125556,0.125894,,,,
9,,,0.120838,0.121614,,,,
10,,,0.1168,0.11792,,,,
11,,,0.113267,0.114628,,,,
12,,,0.110169,0.11175,,,,
13,,,0.107435,0.109303,,,,
14,,,0.104982,0.106957,,,,
15,,,0.102763,0.104867,,,,
16,,,0.100728,0.102963,,,,
17,,,0.0988785,0.10119,,,,
18,,,0.0972022,0.0996127,,,,
19,,,0.0956586,0.0982038,,,,
20,,,0.0942666,0.0968941,,,,
21,,,0.0929744,0.0957023,,,,
22,,,0.0917679,0.0945553,,,,
23,,,0.0906437,0.0935078,,,,
24,,,0.0895787,0.0925897,,,,
25,,,0.0885975,0.0915034,,,,
26,,,0.0876418,0.0906231,,,,
27,,,0.0867413,0.0898296,,,,
28,,,0.085915,0.089052,,,,
29,,,0.0851001,0.0882731,,,,
2,,,,,0.645875,0.656269,,
3,,,,,0.665452,0.670658,,
4,,,,,0.677835,0.681516,,
5,,,,,0.687223,0.689248,,
6,,,,,0.694005,0.694573,,
7,,,,,0.698911,0.699244,,
8,,,,,0.70317,0.702889,,
9,,,,,0.706481,0.70524,,
10,,,,,0.708984,0.707562,,
11,,,,,0.710988,0.709197,,
12,,,,,0.712408,0.710302,,
13,,,,,0.713546,0.711663,,
14,,,,,0.715068,0.713121,,
15,,,,,0.716602,0.714648,,
16,,,,,0.718033,0.716111,,
17,,,,,0.719365,0.717201,,
18,,,,,0.720586,0.718405,,
19,,,,,0.721695,0.719444,,
20,,,,,0.722786,0.720705,,
21,,,,,0.72401,0.721722,,
22,,,,,0.725003,0.722785,,
23,,,,,0.725903,0.723483,,
24,,,,,0.726811,0.724259,,
25,,,,,0.727474,0.725146,,
26,,,,,0.72813,0.725471,,
27,,,,,0.728621,0.726152,,
28,,,,,0.729252,0.726525,,
29,,,,,0.729587,0.726941,,
2,,,,,,,0.637759,0.636021
3,,,,,,,0.635191,0.633613
4,,,,,,,0.632674,0.631035
5,,,,,,,0.63005,0.628466
6,,,,,,,0.627459,0.625613
7,,,,,,,0.623572,0.620941
8,,,,,,,0.618742,0.615998
9,,,,,,,0.614035,0.610812
10,,,,,,,0.608827,0.605072
11,,,,,,,0.603652,0.600482
12,,,,,,,0.599026,0.5958
13,,,,,,,0.594195,0.5911
14,,,,,,,0.590163,0.586924
15,,,,,,,0.586531,0.583968
16,,,,,,,0.583791,0.581147
17,,,,,,,0.581255,0.578795
18,,,,,,,0.579436,0.577565
19,,,,,,,0.578236,0.576266
20,,,,,,,0.577279,0.575642
21,,,,,,,0.576644,0.57488
22,,,,,,,0.576073,0.574436
23,,,,,,,0.575673,0.573994
24,,,,,,,0.575287,0.574031
25,,,,,,,0.575022,0.573607
26,,,,,,,0.574684,0.573138
27,,,,,,,0.574398,0.57301
28,,,,,,,0.574167,0.572559
29,,,,,,,0.573926,0.572598
