0,0.426207,0.377031,0.361655,0.273151,0.423916,0.352336
1,0.287636,0.280139,,,,
2,0.268099,0.257605,,,,
3,0.256871,0.266562,,,,
4,0.252385,0.272538,,,,
5,0.258625,0.302447,,,,
6,0.259434,0.266518,,,,
7,0.267482,0.22282,,,,
8,0.259114,0.204852,,,,
9,0.279571,0.549774,,,,
10,0.284719,0.285351,,,,
11,0.377494,0.197525,,,,
12,0.218489,0.189025,,,,
13,0.290117,0.232274,,,,
14,0.308905,0.149718,,,,
15,0.266437,0.151582,,,,
16,0.264674,0.146515,,,,
17,0.252769,0.228055,,,,
18,0.347052,0.161097,,,,
19,0.333755,0.382391,,,,
20,0.232092,0.210462,,,,
21,0.302063,0.220206,,,,
22,0.321565,0.159249,,,,
23,0.362445,0.433081,,,,
24,0.196979,0.393683,,,,
25,0.298355,0.375779,,,,
26,0.288232,0.50492,,,,
27,0.294877,0.223384,,,,
28,0.324106,0.22696,,,,
29,0.284669,0.505733,,,,
30,0.349563,0.600172,,,,
31,0.311257,0.172132,,,,
32,0.315151,0.194547,,,,
33,0.268724,0.182629,,,,
34,0.336905,0.240563,,,,
35,0.366731,0.29914,,,,
36,0.324422,0.207682,,,,
37,0.253228,0.200601,,,,
38,0.359643,0.344999,,,,
39,0.347568,0.326797,,,,
2,,,0.253441,0.253772,,
3,,,0.249763,0.251823,,
4,,,0.247609,0.248885,,
5,,,0.245973,0.248849,,
6,,,0.244993,0.247329,,
7,,,0.244012,0.246651,,
8,,,0.243411,0.245865,,
9,,,0.24268,0.24584,,
10,,,0.242133,0.245401,,
11,,,0.241666,0.245071,,
12,,,0.241117,0.244483,,
13,,,0.240272,0.245857,,
14,,,0.239619,0.243424,,
15,,,0.239087,0.243443,,
16,,,0.238571,0.243143,,
17,,,0.238279,0.24299,,
18,,,0.237855,0.242458,,
19,,,0.237422,0.242885,,
20,,,0.23725,0.242074,,
21,,,0.237023,0.241461,,
22,,,0.236536,0.241732,,
23,,,0.236261,0.242519,,
24,,,0.236073,0.242185,,
25,,,0.23571,0.241269,,
26,,,0.235616,0.241488,,
27,,,0.235361,0.241367,,
28,,,0.23516,0.241338,,
29,,,0.23487,0.240704,,
30,,,0.23475,0.240668,,
31,,,0.234514,0.24109,,
32,,,0.234476,0.240417,,
33,,,0.234255,0.240649,,
34,,,0.23412,0.240633,,
35,,,0.234051,0.240256,,
36,,,0.233989,0.240418,,
37,,,0.233706,0.24043,,
38,,,0.233702,0.240578,,
39,,,0.23357,0.241794,,
2,,,,,0.325428,0.323863
3,,,,,0.318138,0.318852
4,,,,,0.313522,0.314662
5,,,,,0.31022,0.311949
6,,,,,0.307775,0.310122
7,,,,,0.305869,0.30836
8,,,,,0.304302,0.307213
9,,,,,0.302915,0.306267
10,,,,,0.302011,0.304862
11,,,,,0.30107,0.304585
12,,,,,0.300216,0.303698
13,,,,,0.299267,0.302409
14,,,,,0.298608,0.301796
15,,,,,0.297452,0.300681
16,,,,,0.296543,0.299989
17,,,,,0.295995,0.299633
18,,,,,0.295559,0.299031
19,,,,,0.295228,0.298837
20,,,,,0.294661,0.297949
21,,,,,0.293761,0.297288
22,,,,,0.29349,0.297098
23,,,,,0.29293,0.296258
24,,,,,0.292573,0.296441
25,,,,,0.29223,0.295502
26,,,,,0.292007,0.29548
27,,,,,0.291604,0.29539
28,,,,,0.291475,0.295444
29,,,,,0.291207,0.294713
30,,,,,0.291103,0.294841
31,,,,,0.290877,0.294601
32,,,,,0.29082,0.294379
33,,,,,0.290621,0.294567
34,,,,,0.290495,0.294315
35,,,,,0.290314,0.294771
36,,,,,0.290296,0.294107
37,,,,,0.290102,0.294164
38,,,,,0.289978,0.293962
39,,,,,0.28986,0.294044
